t_sec,t_min,Q_Kinematic_model,Q_Pond_model
4620.0,77.0,0.07725238428647625,0.0955972027407318
4680.0,78.0,0.07329521118046378,0.09269790347559106
4740.0,79.0,0.06956972819190263,0.08992023689058483
4800.0,80.0,0.06606239694796642,0.08725771970146652
4860.0,81.0,0.06276031432519895,0.08470428606337316
4920.0,82.0,0.059651209922065046,0.08225425617262475
4980.0,83.0,0.05672343900056063,0.07990230756243893
5040.0,84.0,0.05396597151895553,0.07764344883356229
5100.0,85.0,0.05136837786236208,0.07547299558833984
5160.0,86.0,0.048920811849971775,0.07338654836106809
5220.0,87.0,0.046613991560609386,0.07137997235900595
5280.0,88.0,0.04443917847458563,0.0694493788475012
5340.0,89.0,0.042388155382217005,0.0675911080296277
5400.0,90.0,0.04045320345998199,0.06580171328578309
5460.0,91.0,0.038627078865853946,0.0640779466520933
5520.0,92.0,0.03690298915728104,0.062416745428408804
5580.0,93.0,0.03527456978960907,0.060815219817328306
5640.0,94.0,0.03373586091018842,0.05927064150520108
5700.0,95.0,0.03228128462443833,0.05778043310456788
5760.0,96.0,0.030905622875002207,0.05634215838512111
5820.0,97.0,0.02960399604388805,0.05495351322709547
5880.0,98.0,0.028371842360083558,0.05361231723713071
5940.0,99.0,0.027204898171403456,0.05231650597215659
6000.0,100.0,0.026099179119035944,0.05106412372180368
6060.0,101.0,0.025050962236132415,0.04985331680430495
6120.0,102.0,0.024056768977530858,0.04868232733487309
6180.0,103.0,0.023113349176014958,0.04754948742916612
6240.0,104.0,0.022217665911087304,0.04645321380773011
6300.0,105.0,0.02136688126878595,0.045392002770269446
6360.0,106.0,0.02055834296533135,0.04436442551127516
6420.0,107.0,0.01978957180310406,0.04336912375096935
6480.0,108.0,0.01905824992439921,0.042404805657724566
6540.0,109.0,0.018362209826377908,0.04147024204011383
6600.0,110.0,0.01769942409946301,0.04056426278856096
6660.0,111.0,0.017067995850947128,0.03968575354820926
6720.0,112.0,0.016466149775664237,0.038833652606127096
6780.0,113.0,0.015892223836101695,0.03800694797733425
6840.0,114.0,0.015344661515202484,0.03720467467537811
6900.0,115.0,0.014822004606241768,0.03642591215432393
6960.0,116.0,0.014322886505489569,0.03566978191005949
7020.0,117.0,0.013846025974833504,0.03493544522976162
7080.0,118.0,0.013390221343085795,0.0342221010792371
7140.0,119.0,0.012954345116297195,0.03352898411864262
7200.0,120.0,0.012537338969017668,0.03285536283781335
7260.0,121.0,0.012138209090053576,0.03220053780309399
7320.0,122.0,0.011756021857855545,0.031563840008175394
7380.0,123.0,0.011389899822215025,0.030944629321998905
7440.0,124.0,0.011039017970440056,0.030342293027303426
7500.0,125.0,0.010702600257613888,0.029756244443862274
7560.0,126.0,0.010379916381908924,0.029185921630890312
7620.0,127.0,0.01007027878722917,0.028630786163500777
7680.0,128.0,0.009773039876685869,0.0280903219784587
7740.0,129.0,0.009487589421572596,0.02756403428481624
7800.0,130.0,0.00921335215159844,0.02705144853532718
7860.0,131.0,0.00894978551316269,0.026552109454825716
7920.0,132.0,0.008696377583413325,0.02606558012202026
7980.0,133.0,0.008452645128727593,0.025591441101398524
8040.0,134.0,0.008218131797087865,0.02512928962216659
8100.0,135.0,0.007992406434603668,0.024678738801354603
8160.0,136.0,0.007775061517153957,0.024239416908415665
8220.0,137.0,0.007565711688794726,0.023810966668823975
8280.0,138.0,0.007363992399200495,0.023393044604344777
8340.0,139.0,0.007169558632985445,0.02298532040780269
8400.0,140.0,0.006982083724284925,0.02258747635031814
8460.0,141.0,0.006801258250473439,0.022199206719114038
8520.0,142.0,0.006626788999353309,0.021820217284118138
8580.0,143.0,0.006458398004571913,0.02145022479170084
8640.0,144.0,0.006295821644417247,0.021088956483994368
8700.0,145.0,0.00613880979950352,0.020736149642338202
8760.0,146.0,0.005987125065192954,0.020391551153487463
8820.0,147.0,0.005840542014909018,0.020054917097306408
8880.0,148.0,0.0056988465107817195,0.01972601235474905
8940.0,149.0,0.005561835058329072,0.01940461023500285
9000.0,150.0,0.0054293142021223815,0.019090492120740734
9060.0,151.0,0.005301099959607729,0.018783447130491168
9120.0,152.0,0.005177017290463642,0.018483271797196006
9180.0,153.0,0.0050568995990666575,0.018189769762082166
9240.0,154.0,0.004940588267813617,0.017902751483025458
9300.0,155.0,0.004827932219213072,0.01762203395663393
9360.0,156.0,0.004718787504809362,0.017347440453323766
9420.0,157.0,0.004613016919142494,0.017078800264703667
9480.0,158.0,0.004510489637076157,0.016815948462623544
9540.0,159.0,0.004411080872945307,0.016558725669280874
9600.0,160.0,0.004314671560085237,0.016306977837813104
9660.0,161.0,0.0042211480494059464,0.01606055604283727
9720.0,162.0,0.004130401825769952,0.015819316280428826
9780.0,163.0,0.004042329241019063,0.015583119277060468
9840.0,164.0,0.003956831262576357,0.015351830307048736
9900.0,165.0,0.003873813236624355,0.015125319018081607
9960.0,166.0,0.0037931846649297274,0.014903459264424015
10020.0,167.0,0.003714858994448928,0.014686128947420619
10080.0,168.0,0.003638753418908592,0.014473209862936057
10140.0,169.0,0.0035647886916096317,0.014264587555392729
10200.0,170.0,0.003492888948755034,0.014060151178084531
10260.0,171.0,0.0034229815426486568,0.013859793359462512
10320.0,172.0,0.0033549968841563157,0.013663410075104717
10380.0,173.0,0.0032888682938612083,0.01347090052509786
10440.0,174.0,0.003224531861383534,0.013282167016573138
10500.0,175.0,0.0031619263123693424,0.013097114851151845
10560.0,176.0,0.0031009928826862647,0.012915652217069654
10620.0,177.0,0.003041675199394146,0.012737690085760258
10680.0,178.0,0.002983919168086782,0.01256314211269065
10740.0,179.0,0.002927672866227143,0.012391924542250974
10800.0,180.0,0.002872886442122955,0.01222395611651213
10860.0,181.0,0.002819512019212098,0.012059157987673815
10920.0,182.0,0.002767503605348478,0.011897453634034716
10980.0,183.0,0.0027168170067986817,0.011738768779325164
11040.0,184.0,0.002667409746678048,0.011583031315250526
11100.0,185.0,0.002619240987571854,0.011430171227101316
11160.0,186.0,0.0025722714581032547,0.011280120522293092
11220.0,187.0,0.0025264633832244483,0.011132813161706055
11280.0,188.0,0.0024817804180213674,0.010988184993700717
11340.0,189.0,0.0024381875848351444,0.01084617369069199
11400.0,190.0,0.00239565121351564,0.0107067186881699
11460.0,191.0,0.00235413888463358,0.010569761126060456
11520.0,192.0,0.002313619375488389,0.010435243792325476
11580.0,193.0,0.0022740626087586167,0.010303111068704908
11640.0,194.0,0.0022354396036510316,0.01017330887850991
11700.0,195.0,0.002197722429413085,0.010045784636379285
11760.0,196.0,0.002160884161081449,0.009920487199915978
11820.0,197.0,0.0021248988373468456,0.009797366823124333
11880.0,198.0,0.002089741420422473,0.009676375111572473
11940.0,199.0,0.002055387757809867,0.009557464979207718
12000.0,200.0,0.0020218145458622268,0.009440590606756344
12060.0,201.0,0.001988999295051024,0.009325707401642085
12120.0,202.0,0.001956920296847156,0.00921277195936087
12180.0,203.0,0.001925556592132907,0.009101742026252113
12240.0,204.0,0.0018948879410658555,0.008992576463609597
12300.0,205.0,0.0018648947943202434,0.008885235213077606
12360.0,206.0,0.0018355582656355732,0.008779679263280346
12420.0,207.0,0.001806860105606114,0.008675870617635133
12480.0,208.0,0.0017787826766487217,0.008573772263301919
12540.0,209.0,0.001751308929089807,0.00847334814122396
12600.0,210.0,0.0017244223783156106,0.008374563117216318
12660.0,211.0,0.0016981070829329675,0.0082773829540609
12720.0,212.0,0.0016723476238906406,0.00818177428456848
12780.0,213.0,0.0016471290845140347,0.008087704585569889
12840.0,214.0,0.0016224370314086355,0.007995142152800271
12900.0,215.0,0.0015982574961899304,0.007904056076641724
12960.0,216.0,0.001574576957999833,0.007814416218691316
13020.0,217.0,0.0015513823267717512,0.007726193189122719
13080.0,218.0,0.0015286609272084687,0.0076393583248111985
13140.0,219.0,0.001506400483438877,0.007553883668192846
13200.0,220.0,0.0014845891043213965,0.007469741946830323
13260.0,221.0,0.0014632152693635806,0.007386906553658406
13320.0,222.0,0.0014422678152290294,0.0073053515278838806
13380.0,223.0,0.0014217359228041679,0.00722505153651527
13440.0,224.0,0.0014016091047989144,0.007145981856498986
13500.0,225.0,0.0013818771938565713,0.007068118357439464
13560.0,226.0,0.001362530331149515,0.006991437484881676
13620.0,227.0,0.001343558955438472,0.00691591624413544
13680.0,228.0,0.0013249537925742853,0.006841532184621644
13740.0,229.0,0.0013067058454221286,0.006768263384721436
13800.0,230.0,0.0012888063841891137,0.00669608843711011
13860.0,231.0,0.0012712469371372302,0.006624986434558192
13920.0,232.0,0.001254019281664399,0.0065549369561829504
13980.0,233.0,0.0012371154357372974,0.006485920054134181
14040.0,234.0,0.0012205276496604135,0.006417916240698794
14100.0,235.0,0.0012042483981665436,0.006350906475809349
14160.0,236.0,0.0011882703728146513,0.006284872154942225
14220.0,237.0,0.0011725864746817206,0.0062197950973917416
14280.0,238.0,0.0011571898073358432,0.006155657534907038
14340.0,239.0,0.001142073670078409,0.006092442100679027
14400.0,240.0,0.001127231551443844,0.006030131818665276
14460.0,241.0,0.0011126571229459054,0.005968710093241098
14520.0,242.0,0.0010983442330600168,0.005908160699165595
14580.0,243.0,0.0010842869014316804,0.005848467771851858
14640.0,244.0,0.0010704793133014174,0.005789615797930882
14700.0,245.0,0.0010569158141371696,0.00573158960609922
14760.0,246.0,0.001043590904465498,0.005674374358240731
14820.0,247.0,0.0010304992348933114,0.005617955540813148
14880.0,248.0,0.0010176356013122524,0.005562318956490564
14940.0,249.0,0.001004994940278212,0.005507450716053247
15000.0,250.0,0.0009925723245588095,0.0054533372305165155
15060.0,251.0,0.000980362958841963,0.005399965203490727
15120.0,252.0,0.0009683621755990321,0.0053473216237647225
15180.0,253.0,0.0009565654310962614,0.005295393758105327
15240.0,254.0,0.0009449683015485717,0.00524416914426583
15300.0,255.0,0.0009335664794099932,0.0051936355841965785
15360.0,256.0,0.0009223557697952758,0.005143781137451092
15420.0,257.0,0.000911332087027489,0.005094594114781341
15480.0,258.0,0.0009004914513066143,0.0050460630719160625
15540.0,259.0,0.000889829985494372,0.004998176803516216
15600.0,260.0,0.0008793439120107294,0.004950924337301864
15660.0,261.0,0.0008690295498377353,0.004904294928345011
15720.0,262.0,0.0008588833116264972,0.004858278053523096
15780.0,263.0,0.000848901700903335,0.004812863406128024
15840.0,264.0,0.0008390813093712713,0.0047680408906258295
15900.0,265.0,0.0008294188143032119,0.004723800617562204
15960.0,266.0,0.0008199109760233179,0.004680132898609314
16020.0,267.0,0.0008105546354732101,0.0046370282417494794
16080.0,268.0,0.0008013467118597979,0.0045944773465914366
16140.0,269.0,0.000792284200381658,0.004552471099815082
16200.0,270.0,0.0007833641700310129,0.004511000570740695
16260.0,271.0,0.0007745837614684789,0.0044700570070188165
16320.0,272.0,0.0007659401849678861,0.004429631830437066
16380.0,273.0,0.0007574307184285631,0.004389716632840308
16440.0,274.0,0.0007490527054525988,0.004350303172160721
16500.0,275.0,0.0007408035534847012,0.00431138336855442
16560.0,276.0,0.0007326807320123494,0.004272949300641392
16620.0,277.0,0.0007246817708240502,0.0042349932018456455
16680.0,278.0,0.0007168042583235852,0.00419750745683254
16740.0,279.0,0.0007090458398982311,0.004160484598040385
16800.0,280.0,0.0007014042163389973,0.004123917302303505
16860.0,281.0,0.0006938771423110294,0.004087798387564025
16920.0,282.0,0.0006864624248723791,0.004052120809669756
16980.0,283.0,0.0006791579220394217,0.004016877659255643
17040.0,284.0,0.0006719615413972679,0.003982062158706286
17100.0,285.0,0.0006648712387535864,0.003947667659197181
17160.0,286.0,0.0006578850168343051,0.003913687637812369
17220.0,287.0,0.0006510009240197315,0.0038801156947362477
17280.0,288.0,0.0006442170531196788,0.0038469455505174195
17340.0,289.0,0.000637531540186245,0.0038141710434024595
17400.0,290.0,0.0006309425633629427,0.0037817861267376135
17460.0,291.0,0.0006244483417689262,0.0037497848664364434
17520.0,292.0,0.0006180471344171118,0.003718161438511552
17580.0,293.0,0.0006117372391650336,0.0036869101266685427
17640.0,294.0,0.0006055169916973184,0.0036560253199604473
17700.0,295.0,0.0005993847645387078,0.0036255015105009013
17760.0,296.0,0.0005933389660965966,0.0035953332912344103
17820.0,297.0,0.0005873780397320929,0.0035655153537620912
17880.0,298.0,0.0005815004628586412,0.003536042486221336
17940.0,299.0,0.0005757047460672917,0.0035069095712178767
18000.0,300.0,0.0005699894322777297,0.003478111583808804
18060.0,301.0,0.0005643530959142031,0.0034496435895351074
18120.0,302.0,0.0005587943421055374,0.003421500742502371
18180.0,303.0,0.0005533118059084364,0.003393678283508287
18240.0,304.0,0.0005479041515533088,0.003366171538215714
18300.0,305.0,0.0005425700717118885,0.003338975915369996
18360.0,306.0,0.0005373082867859297,0.0033120869050593696
18420.0,307.0,0.0005321175442163057,0.0032855000770172504
18480.0,308.0,0.0005269966178118455,0.003259211078965282
18540.0,309.0,0.000521944307097272,0.0032332156349960256
18600.0,310.0,0.0005169594366796345,0.0032075095439942332
18660.0,311.0,0.0005120408556326428,0.003182088678095654
18720.0,312.0,0.0005071874368983288,0.003156948981182364
18780.0,313.0,0.0005023980767054949,0.00313208646741366
18840.0,314.0,0.0004976716940044108,0.0031074972197915373
18900.0,315.0,0.0004930072299172512,0.0030831773887598697
18960.0,316.0,0.0004884036472037804,0.0030591231908363506
19020.0,317.0,0.0004838599297418072,0.003035330907276379
19080.0,318.0,0.00047937508202194814,0.0030117968827680095
19140.0,319.0,0.00047494812865625806,0.002988517524157169
19200.0,320.0,0.0004705781139002988,0.002965489299202343
19260.0,321.0,0.00046626410118822754,0.002942708735357958
19320.0,322.0,0.00046200517268051304,0.0029201724185857238
19380.0,323.0,0.00045780042882388603,0.0028978769921931924
19440.0,324.0,0.00045364898792315476,0.0028758191556988453
19500.0,325.0,0.00044954998572452364,0.00285399566372302
19560.0,326.0,0.00044550257501006877,0.002832403324904001
19620.0,327.0,0.0004415059252030308,0.002811039000838648
19680.0,328.0,0.0004375592219836011,0.002789899605046918
19740.0,329.0,0.00043366166691489013,0.0027689821019596813
19800.0,330.0,0.0004298124770787665,0.0027482835059292345
19860.0,331.0,0.0004260108847212817,0.0027278008802619404
19920.0,332.0,0.0004222561369073899,0.00270753133627243
19980.0,333.0,0.00041854749518469047,0.0026874720323588255
20040.0,334.0,0.00041488423525592685,0.002667620173098461
20100.0,335.0,0.00041126564665998745,0.0026479730083635807
20160.0,336.0,0.00040769103246115525,0.002628527832456519
20220.0,337.0,0.00040415970894636837,0.0026092819832638768
20280.0,338.0,0.0004006710053302588,0.0025902328414292254
20340.0,339.0,0.000397224263467744,0.002571377829543874
20400.0,340.0,0.00039381883757395224,0.0025527144113552595
20460.0,341.0,0.000390454093951272,0.0025342400909925235
20520.0,342.0,0.0003871294107233192,0.0025159524122088535
20580.0,343.0,0.00038384417757562884,0.0024978489576401824
20640.0,344.0,0.000380597795502872,0.0024799273480798404
20700.0,345.0,0.00037738967656242333,0.002462185241768778
20760.0,346.0,0.0003742192436340884,0.002444620333700978
20820.0,347.0,0.00037108593018582474,0.0024272303549436915
20880.0,348.0,0.00036798918004528477,0.002410013071972141
20940.0,349.0,0.0003649284471770196,0.0023929662860183347
